EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary $,Monthly Salary $,Bonus %,Bonus Awarded,Bonus Amount $,Total Salary $,Country,City
E03181,GREYSON DANG,DEVELOPMENT ENGINEER,ENGINEERING,MANUFACTURING,MALE,ASIAN,60,11/05/2009,62239,5186.583333333333,0,N,0.0,62239.0,CHINA,BEIJING
E03343,CARSON LU,ENGINEERING MANAGER,ENGINEERING,SPECIALITY PRODUCTS,MALE,ASIAN,64,04/12/1996,99354,8279.5,12,Y,11922.48,111276.48,CHINA,BEIJING
E04032,EMERY ZHANG,FIELD ENGINEER,ENGINEERING,CORPORATE,FEMALE,ASIAN,45,28/02/2012,89659,7471.583333333333,0,N,0.0,89659.0,CHINA,BEIJING
E02944,JOSHUA FONG,VICE PRESIDENT,ENGINEERING,SPECIALITY PRODUCTS,MALE,ASIAN,47,11/06/2012,222941,18578.416666666668,39,Y,86946.98999999999,309887.99,CHINA,BEIJING
E00013,ELENA VANG,ANALYST,FINANCE,CORPORATE,FEMALE,ASIAN,52,19/02/2019,55859,4654.916666666667,0,N,0.0,55859.0,CHINA,BEIJING
E01638,ELIZABETH HUANG,ANALYST,FINANCE,SPECIALITY PRODUCTS,FEMALE,ASIAN,62,20/09/2002,49738,4144.833333333333,0,N,0.0,49738.0,CHINA,BEIJING
E02639,SEBASTIAN LE,ANALYST,FINANCE,CORPORATE,MALE,ASIAN,37,09/11/2015,45369,3780.75,0,N,0.0,45369.0,CHINA,BEIJING
E04136,MASON CAO,ANALYST II,FINANCE,CORPORATE,MALE,ASIAN,52,14/09/2017,74449,6204.083333333333,0,N,0.0,74449.0,CHINA,BEIJING
E03718,ZOE ZHOU,MANAGER,FINANCE,CORPORATE,FEMALE,ASIAN,61,06/10/2009,103096,8591.333333333334,7,Y,7216.72,110312.72,CHINA,BEIJING
E00595,EVERLY CHOW,SR. MANAGER,FINANCE,SPECIALITY PRODUCTS,FEMALE,ASIAN,33,21/04/2018,140402,11700.166666666666,15,Y,21060.3,161462.3,CHINA,BEIJING
E04035,HAILEY LAI,SR. MANAGER,FINANCE,MANUFACTURING,FEMALE,ASIAN,42,18/03/2011,150034,12502.833333333334,12,Y,18004.079999999998,168038.08,CHINA,BEIJING
E04568,RYLEE YU,VICE PRESIDENT,FINANCE,SPECIALITY PRODUCTS,FEMALE,ASIAN,54,10/07/2011,247022,20585.166666666668,30,Y,74106.59999999999,321128.6,CHINA,BEIJING
E00432,ELI GUPTA,DIRECTOR,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,MALE,ASIAN,37,19/05/2012,160280,13356.666666666666,19,Y,30453.2,190733.2,CHINA,BEIJING
E01234,JACK CHENG,DIRECTOR,HUMAN RESOURCES,MANUFACTURING,MALE,ASIAN,42,16/01/2014,152214,12684.5,30,Y,45664.200000000004,197878.2,CHINA,BEIJING
E03167,LUKE ZHENG,DIRECTOR,HUMAN RESOURCES,SPECIALITY PRODUCTS,MALE,ASIAN,39,28/11/2006,161690,13474.166666666666,29,Y,46890.100000000006,208580.1,CHINA,BEIJING
E03816,LEILANI CHOW,DIRECTOR,HUMAN RESOURCES,CORPORATE,FEMALE,ASIAN,27,23/02/2021,199041,16586.75,16,Y,31846.56,230887.56,CHINA,BEIJING
E01687,LUKE MAI,HRIS ANALYST,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,MALE,ASIAN,41,24/10/2007,51630,4302.5,0,N,0.0,51630.0,CHINA,BEIJING
E02066,GRAYSON YEE,MANAGER,HUMAN RESOURCES,CORPORATE,MALE,ASIAN,48,16/07/2015,110565,9213.75,9,Y,9950.85,120515.85,CHINA,BEIJING
E02770,JAMES HUANG,MANAGER,HUMAN RESOURCES,SPECIALITY PRODUCTS,MALE,ASIAN,54,11/03/1997,128136,10678.0,5,Y,6406.799999999999,134542.8,CHINA,BEIJING
E02363,ELIZA LIANG,SR. MANAGER,HUMAN RESOURCES,SPECIALITY PRODUCTS,FEMALE,ASIAN,36,11/03/2010,134006,11167.166666666666,13,Y,17420.78,151426.78,CHINA,BEIJING
E00130,PAISLEY KANG,VICE PRESIDENT,HUMAN RESOURCES,CORPORATE,FEMALE,ASIAN,61,10/03/2017,196951,16412.583333333332,33,Y,64993.83,261944.83000000002,CHINA,BEIJING
E00344,SAVANNAH HE,DIRECTOR,IT,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,52,14/02/1996,159724,13310.333333333334,23,Y,36736.52,196460.52,CHINA,BEIJING
E02971,MIA WU,ENTERPRISE ARCHITECT,IT,CORPORATE,FEMALE,ASIAN,45,25/08/2013,99169,8264.083333333334,0,N,0.0,99169.0,CHINA,BEIJING
E04670,ANGEL DO,IT SYSTEMS ARCHITECT,IT,SPECIALITY PRODUCTS,MALE,ASIAN,34,20/09/2019,94735,7894.583333333333,0,N,0.0,94735.0,CHINA,BEIJING
E02094,MATTHEW GUPTA,NETWORK ENGINEER,IT,SPECIALITY PRODUCTS,MALE,ASIAN,45,18/09/2005,67686,5640.5,0,N,0.0,67686.0,CHINA,BEIJING
E01484,ANNA ZHU,SERVICE DESK ANALYST,IT,MANUFACTURING,FEMALE,ASIAN,48,22/08/2003,82017,6834.75,0,N,0.0,82017.0,CHINA,BEIJING
E01499,ELIAS ZHANG,SOLUTIONS ARCHITECT,IT,RESEARCH & DEVELOPMENT,MALE,ASIAN,54,13/07/2013,83639,6969.916666666667,0,N,0.0,83639.0,CHINA,BEIJING
E02862,PEYTON HUANG,SR. MANAGER,IT,MANUFACTURING,FEMALE,ASIAN,25,02/07/2021,125633,10469.416666666666,11,Y,13819.63,139452.63,CHINA,BEIJING
E00671,MILES CHO,SYSTEMS ANALYST,IT,SPECIALITY PRODUCTS,MALE,ASIAN,47,10/03/1999,49404,4117.0,0,N,0.0,49404.0,CHINA,BEIJING
E04112,AXEL CHU,SYSTEMS ANALYST,IT,RESEARCH & DEVELOPMENT,MALE,ASIAN,43,04/05/2018,59888,4990.666666666667,0,N,0.0,59888.0,CHINA,BEIJING
E03090,PENELOPE CHOI,TECHNICAL ARCHITECT,IT,SPECIALITY PRODUCTS,FEMALE,ASIAN,49,10/09/2010,72826,6068.833333333333,0,N,0.0,72826.0,CHINA,BEIJING
E04784,JOSHUA LIN,TECHNICAL ARCHITECT,IT,RESEARCH & DEVELOPMENT,MALE,ASIAN,37,05/02/2016,80055,6671.25,0,N,0.0,80055.0,CHINA,BEIJING
E00304,DYLAN CHOI,VICE PRESIDENT,IT,CORPORATE,MALE,ASIAN,63,11/05/2012,231141,19261.75,34,Y,78587.94,309728.94,CHINA,BEIJING
E03300,MARIA CHIN,ANALYST,MARKETING,MANUFACTURING,FEMALE,ASIAN,65,26/09/2013,50341,4195.083333333333,0,N,0.0,50341.0,CHINA,BEIJING
E03683,RAELYNN HONG,DIRECTOR,MARKETING,SPECIALITY PRODUCTS,FEMALE,ASIAN,28,11/12/2019,182321,15193.416666666666,28,Y,51049.880000000005,233370.88,CHINA,BEIJING
E04157,WILLIAM CAO,SR. ANALYST,MARKETING,MANUFACTURING,MALE,ASIAN,63,12/02/2017,77629,6469.083333333333,0,N,0.0,77629.0,CHINA,BEIJING
E04769,MILA LEUNG,SR. ANALYST,MARKETING,CORPORATE,FEMALE,ASIAN,39,05/11/2007,99017,8251.416666666666,0,N,0.0,99017.0,CHINA,BEIJING
E03807,NOAH CHEN,SR. MANAGER,MARKETING,MANUFACTURING,MALE,ASIAN,63,01/03/2015,148321,12360.083333333334,15,Y,22248.15,170569.15,CHINA,BEIJING
E03560,AYLA NG,ACCOUNT REPRESENTATIVE,SALES,MANUFACTURING,FEMALE,ASIAN,46,20/03/2004,73004,6083.666666666667,0,N,0.0,73004.0,CHINA,BEIJING
E03849,EVELYN JUNG,ANALYST,SALES,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,30,14/02/2021,48340,4028.3333333333335,0,N,0.0,48340.0,CHINA,BEIJING
E03273,DANIEL SHAH,ANALYST II,SALES,RESEARCH & DEVELOPMENT,MALE,ASIAN,41,04/06/2010,72425,6035.416666666667,0,N,0.0,72425.0,CHINA,BEIJING
E03611,ALICE MEHTA,ANALYST II,SALES,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,45,02/04/2019,52621,4385.083333333333,0,N,0.0,52621.0,CHINA,BEIJING
E04277,ZOE DO,ANALYST II,SALES,SPECIALITY PRODUCTS,FEMALE,ASIAN,60,08/01/2014,51877,4323.083333333333,0,N,0.0,51877.0,CHINA,BEIJING
E02720,JAXON FONG,SR. ANALYST,SALES,SPECIALITY PRODUCTS,MALE,ASIAN,59,13/03/1997,83685,6973.75,0,N,0.0,83685.0,CHINA,BEIJING
E01396,JACK VU,ANALYST II,ACCOUNTING,RESEARCH & DEVELOPMENT,MALE,ASIAN,43,10/02/2014,58875,4906.25,0,N,0.0,58875.0,CHINA,CHENGDU
E00500,HENRY SHAH,DIRECTOR,ACCOUNTING,MANUFACTURING,MALE,ASIAN,55,11/06/2010,187389,15615.75,25,Y,46847.25,234236.25,CHINA,CHENGDU
E04194,MADISON KUMAR,DIRECTOR,ACCOUNTING,SPECIALITY PRODUCTS,FEMALE,ASIAN,55,17/10/2010,188727,15727.25,23,Y,43407.21,232134.21,CHINA,CHENGDU
E00785,HANNAH HOANG,MANAGER,ACCOUNTING,SPECIALITY PRODUCTS,FEMALE,ASIAN,25,15/12/2021,114893,9574.416666666666,6,Y,6893.58,121786.58,CHINA,CHENGDU
E02881,LEILANI SHARMA,SR. ANALYST,ACCOUNTING,MANUFACTURING,FEMALE,ASIAN,43,23/01/2014,92940,7745.0,0,N,0.0,92940.0,CHINA,CHENGDU
E04800,ELI HAN,SR. ANALYST,ACCOUNTING,MANUFACTURING,MALE,ASIAN,40,15/01/2016,89984,7498.666666666667,0,N,0.0,89984.0,CHINA,CHENGDU
E02706,NEVAEH KANG,AUTOMATION ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,46,10/01/2021,86538,7211.5,0,N,0.0,86538.0,CHINA,CHENGDU
E04152,ADELINE HUANG,CONTROLS ENGINEER,ENGINEERING,MANUFACTURING,FEMALE,ASIAN,34,16/12/2019,99989,8332.416666666666,0,N,0.0,99989.0,CHINA,CHENGDU
E02477,AMELIA BUI,DIRECTOR,ENGINEERING,SPECIALITY PRODUCTS,FEMALE,ASIAN,46,21/10/2020,151853,12654.416666666666,16,Y,24296.48,176149.48,CHINA,CHENGDU
E03750,ELIAS DANG,DIRECTOR,ENGINEERING,SPECIALITY PRODUCTS,MALE,ASIAN,64,29/08/1995,158787,13232.25,18,Y,28581.659999999996,187368.66,CHINA,CHENGDU
E03919,GRAYSON CHAN,ENGINEERING MANAGER,ENGINEERING,SPECIALITY PRODUCTS,MALE,ASIAN,46,20/10/2011,114250,9520.833333333334,14,Y,15995.0,130245.0,CHINA,CHENGDU
E00527,MATEO CHU,FIELD ENGINEER,ENGINEERING,SPECIALITY PRODUCTS,MALE,ASIAN,27,16/04/2020,71864,5988.666666666667,0,N,0.0,71864.0,CHINA,CHENGDU
E04969,ABIGAIL VANG,OPERATIONS ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,40,09/09/2016,109680,9140.0,0,N,0.0,109680.0,CHINA,CHENGDU
E03893,ALICE XIONG,VICE PRESIDENT,ENGINEERING,MANUFACTURING,FEMALE,ASIAN,55,02/09/2018,221465,18455.416666666668,34,Y,75298.1,296763.1,CHINA,CHENGDU
E04449,MILES HSU,ANALYST II,FINANCE,RESEARCH & DEVELOPMENT,MALE,ASIAN,55,16/03/2014,74552,6212.666666666667,0,N,0.0,74552.0,CHINA,CHENGDU
E02872,LIAM JUNG,MANAGER,FINANCE,CORPORATE,MALE,ASIAN,39,14/01/2010,103504,8625.333333333334,7,Y,7245.28,110749.28,CHINA,CHENGDU
E02521,LILY NGUYEN,SR. ANALYST,FINANCE,SPECIALITY PRODUCTS,FEMALE,ASIAN,33,28/01/2012,95960,7996.666666666667,0,N,0.0,95960.0,CHINA,CHENGDU
E00650,EMERY CHANG,BUSINESS PARTNER,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,45,17/08/2000,55563,4630.25,0,N,0.0,55563.0,CHINA,CHENGDU
E01516,WILLOW MAI,BUSINESS PARTNER,HUMAN RESOURCES,MANUFACTURING,FEMALE,ASIAN,45,17/12/2003,48345,4028.75,0,N,0.0,48345.0,CHINA,CHENGDU
E03858,JOHN CHO,DIRECTOR,HUMAN RESOURCES,SPECIALITY PRODUCTS,MALE,ASIAN,47,03/11/2019,195385,16282.083333333334,21,Y,41030.85,236415.85,CHINA,CHENGDU
E02761,LUCA DUONG,MANAGER,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,MALE,ASIAN,48,30/06/2004,120660,10055.0,7,Y,8446.199999999999,129106.2,CHINA,CHENGDU
E00207,HAILEY LAI,VICE PRESIDENT,HUMAN RESOURCES,MANUFACTURING,FEMALE,ASIAN,52,23/07/2012,187048,15587.333333333334,32,Y,59855.36,246903.36,CHINA,CHENGDU
E02428,CONNOR LUU,COMPUTER SYSTEMS MANAGER,IT,SPECIALITY PRODUCTS,MALE,ASIAN,35,03/05/2016,73899,6158.25,5,Y,3694.95,77593.95,CHINA,CHENGDU
E01387,CORA ZHENG,DIRECTOR,IT,MANUFACTURING,FEMALE,ASIAN,27,03/01/2018,167100,13925.0,20,Y,33420.0,200520.0,CHINA,CHENGDU
E04903,SKYLAR LIU,DIRECTOR,IT,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,29,09/08/2020,161203,13433.583333333334,15,Y,24180.45,185383.45,CHINA,CHENGDU
E04087,ADAM KAUR,MANAGER,IT,CORPORATE,MALE,ASIAN,60,29/01/2000,109059,9088.25,7,Y,7634.129999999999,116693.13,CHINA,CHENGDU
E02283,JAXON PARK,NETWORK ARCHITECT,IT,MANUFACTURING,MALE,ASIAN,33,24/07/2020,69453,5787.75,0,N,0.0,69453.0,CHINA,CHENGDU
E04189,ARIANA KIM,NETWORK ARCHITECT,IT,MANUFACTURING,FEMALE,ASIAN,33,29/06/2014,96366,8030.5,0,N,0.0,96366.0,CHINA,CHENGDU
E03269,CHARLOTTE CHU,NETWORK ENGINEER,IT,MANUFACTURING,FEMALE,ASIAN,50,23/01/2001,97537,8128.083333333333,0,N,0.0,97537.0,CHINA,CHENGDU
E02035,ELI RAHMAN,SERVICE DESK ANALYST,IT,MANUFACTURING,MALE,ASIAN,45,16/03/2010,88182,7348.5,0,N,0.0,88182.0,CHINA,CHENGDU
E02770,LILIANA DO,SERVICE DESK ANALYST,IT,MANUFACTURING,FEMALE,ASIAN,30,29/03/2019,86774,7231.166666666667,0,N,0.0,86774.0,CHINA,CHENGDU
E04816,JACE ZHANG,SERVICE DESK ANALYST,IT,SPECIALITY PRODUCTS,MALE,ASIAN,31,14/02/2017,95963,7996.916666666667,0,N,0.0,95963.0,CHINA,CHENGDU
E04567,MADELINE HOANG,SYSTEMS ANALYST,IT,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,28,25/10/2019,50111,4175.916666666667,0,N,0.0,50111.0,CHINA,CHENGDU
E00465,BROOKLYN CHO,TECHNICAL ARCHITECT,IT,MANUFACTURING,FEMALE,ASIAN,45,08/07/2002,92655,7721.25,0,N,0.0,92655.0,CHINA,CHENGDU
E01403,XAVIER PARK,VICE PRESIDENT,IT,RESEARCH & DEVELOPMENT,MALE,ASIAN,40,08/11/2020,234469,19539.083333333332,31,Y,72685.39,307154.39,CHINA,CHENGDU
E01631,LEILANI YEE,SR. ANALYST,MARKETING,SPECIALITY PRODUCTS,FEMALE,ASIAN,47,12/07/2017,70996,5916.333333333333,0,N,0.0,70996.0,CHINA,CHENGDU
E02984,JACK MAI,SR. ANALYST,MARKETING,CORPORATE,MALE,ASIAN,45,22/09/2007,92293,7691.083333333333,0,N,0.0,92293.0,CHINA,CHENGDU
E03429,IAN WU,SR. ANALYST,MARKETING,MANUFACTURING,MALE,ASIAN,51,14/04/2012,82300,6858.333333333333,0,N,0.0,82300.0,CHINA,CHENGDU
E00716,JOHN CHOW,SR. MANAGER,MARKETING,RESEARCH & DEVELOPMENT,MALE,ASIAN,45,11/03/2021,135062,11255.166666666666,15,Y,20259.3,155321.3,CHINA,CHENGDU
E01300,SADIE LEE,SR. MANAGER,MARKETING,CORPORATE,FEMALE,ASIAN,65,24/10/2000,149417,12451.416666666666,13,Y,19424.21,168841.21,CHINA,CHENGDU
E02191,MARIA SUN,DIRECTOR,SALES,CORPORATE,FEMALE,ASIAN,25,19/12/2021,150666,12555.5,23,Y,34653.18,185319.18,CHINA,CHENGDU
E04802,LUCY FONG,SR. ACCOUNT REPRESENTATIVE,SALES,CORPORATE,FEMALE,ASIAN,40,20/01/2011,96719,8059.916666666667,0,N,0.0,96719.0,CHINA,CHENGDU
E00826,RYLEE BUI,ANALYST,ACCOUNTING,CORPORATE,FEMALE,ASIAN,55,22/12/2011,54733,4561.083333333333,0,N,0.0,54733.0,CHINA,CHONGQING
E02337,EMMA CAO,ANALYST,ACCOUNTING,CORPORATE,FEMALE,ASIAN,27,24/08/2019,50809,4234.083333333333,0,N,0.0,50809.0,CHINA,CHONGQING
E03547,OWEN HAN,ANALYST,ACCOUNTING,CORPORATE,MALE,ASIAN,28,12/05/2017,52069,4339.083333333333,0,N,0.0,52069.0,CHINA,CHONGQING
E04415,PENELOPE FONG,DIRECTOR,ACCOUNTING,CORPORATE,FEMALE,ASIAN,60,14/05/2004,186378,15531.5,26,Y,48458.28,234836.28,CHINA,CHONGQING
E04213,HAILEY XI,MANAGER,ACCOUNTING,CORPORATE,FEMALE,ASIAN,52,19/11/2021,111006,9250.5,8,Y,8880.48,119886.48,CHINA,CHONGQING
E03327,JULIA LUONG,SR. MANAGER,ACCOUNTING,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,55,20/06/2006,142628,11885.666666666666,12,Y,17115.36,159743.36,CHINA,CHONGQING
E03347,RYLEE DINH,DEVELOPMENT ENGINEER,ENGINEERING,SPECIALITY PRODUCTS,FEMALE,ASIAN,35,10/02/2017,60132,5011.0,0,N,0.0,60132.0,CHINA,CHONGQING
E03364,AUDREY LEE,DEVELOPMENT ENGINEER,ENGINEERING,SPECIALITY PRODUCTS,FEMALE,ASIAN,51,11/02/2017,87036,7253.0,0,N,0.0,87036.0,CHINA,CHONGQING
E03402,ISAAC LIU,FIELD ENGINEER,ENGINEERING,MANUFACTURING,MALE,ASIAN,60,13/10/1992,88213,7351.083333333333,0,N,0.0,88213.0,CHINA,CHONGQING
E01706,AVERY SUN,OPERATIONS ENGINEER,ENGINEERING,MANUFACTURING,FEMALE,ASIAN,45,11/03/2004,109422,9118.5,0,N,0.0,109422.0,CHINA,CHONGQING
E02473,LEONARDO LO,QUALITY ENGINEER,ENGINEERING,SPECIALITY PRODUCTS,MALE,ASIAN,29,15/11/2021,91782,7648.5,0,N,0.0,91782.0,CHINA,CHONGQING
E02939,JULIAN FONG,QUALITY ENGINEER,ENGINEERING,SPECIALITY PRODUCTS,MALE,ASIAN,61,22/11/2002,80950,6745.833333333333,0,N,0.0,80950.0,CHINA,CHONGQING
E01668,NAOMI XI,DIRECTOR,FINANCE,CORPORATE,FEMALE,ASIAN,53,17/02/2002,179494,14957.833333333334,20,Y,35898.8,215392.8,CHINA,CHONGQING
E01870,CARSON CHAU,DIRECTOR,FINANCE,CORPORATE,MALE,ASIAN,58,12/10/2007,162038,13503.166666666666,24,Y,38889.12,200927.12,CHINA,CHONGQING
E03096,KENNEDY ZHANG,DIRECTOR,FINANCE,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,63,27/10/2000,155320,12943.333333333334,17,Y,26404.4,181724.4,CHINA,CHONGQING
E00324,HAILEY SONG,MANAGER,FINANCE,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,37,23/08/2016,124928,10410.666666666666,6,Y,7495.68,132423.68,CHINA,CHONGQING
E01262,MILES MEHTA,MANAGER,FINANCE,MANUFACTURING,MALE,ASIAN,50,19/05/2018,106437,8869.75,7,Y,7450.589999999999,113887.59,CHINA,CHONGQING
E03252,JAMES BUI,MANAGER,FINANCE,MANUFACTURING,MALE,ASIAN,64,20/07/1998,122753,10229.416666666666,9,Y,11047.77,133800.77,CHINA,CHONGQING
E01977,RAELYNN GUPTA,SR. MANAGER,FINANCE,CORPORATE,FEMALE,ASIAN,48,10/09/2001,125730,10477.5,11,Y,13830.3,139560.3,CHINA,CHONGQING
E01546,MARIA HONG,VICE PRESIDENT,FINANCE,SPECIALITY PRODUCTS,FEMALE,ASIAN,43,31/07/2005,249686,20807.166666666668,31,Y,77402.66,327088.66000000003,CHINA,CHONGQING
E00951,EVERLY LIN,BUSINESS PARTNER,HUMAN RESOURCES,MANUFACTURING,FEMALE,ASIAN,25,15/03/2021,47974,3997.8333333333335,0,N,0.0,47974.0,CHINA,CHONGQING
E01388,COOPER GUPTA,BUSINESS PARTNER,HUMAN RESOURCES,SPECIALITY PRODUCTS,MALE,ASIAN,58,20/06/2014,41728,3477.3333333333335,0,N,0.0,41728.0,CHINA,CHONGQING
E02103,ANDREW MA,HRIS ANALYST,HUMAN RESOURCES,CORPORATE,MALE,ASIAN,31,24/09/2017,71755,5979.583333333333,0,N,0.0,71755.0,CHINA,CHONGQING
E04682,COLTON THAO,MANAGER,HUMAN RESOURCES,MANUFACTURING,MALE,ASIAN,55,16/11/1995,125936,10494.666666666666,8,Y,10074.88,136010.88,CHINA,CHONGQING
E02185,AUBREY YOON,SR. BUSINESS PARTNER,HUMAN RESOURCES,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,60,11/11/2005,78388,6532.333333333333,0,N,0.0,78388.0,CHINA,CHONGQING
E03528,LEO HSU,SR. MANAGER,HUMAN RESOURCES,MANUFACTURING,MALE,ASIAN,62,22/11/2017,138808,11567.333333333334,15,Y,20821.199999999997,159629.2,CHINA,CHONGQING
E03737,KENNEDY RAHMAN,VICE PRESIDENT,HUMAN RESOURCES,MANUFACTURING,FEMALE,ASIAN,49,28/02/2003,211291,17607.583333333332,37,Y,78177.67,289468.67,CHINA,CHONGQING
E04538,ADELINE YANG,CLOUD INFRASTRUCTURE ARCHITECT,IT,CORPORATE,FEMALE,ASIAN,53,20/07/2011,86173,7181.083333333333,0,N,0.0,86173.0,CHINA,CHONGQING
E01611,GABRIELLA ZHU,COMPUTER SYSTEMS MANAGER,IT,SPECIALITY PRODUCTS,FEMALE,ASIAN,36,29/11/2014,88730,7394.166666666667,8,Y,7098.4,95828.4,CHINA,CHONGQING
E03417,BENJAMIN MOUA,COMPUTER SYSTEMS MANAGER,IT,MANUFACTURING,MALE,ASIAN,40,02/07/2007,93971,7830.916666666667,8,Y,7517.68,101488.68,CHINA,CHONGQING
E03519,ELIZA ZHENG,COMPUTER SYSTEMS MANAGER,IT,SPECIALITY PRODUCTS,FEMALE,ASIAN,48,20/04/2014,91679,7639.916666666667,7,Y,6417.53,98096.53,CHINA,CHONGQING
E01895,GABRIEL ZHOU,IT COORDINATOR,IT,MANUFACTURING,MALE,ASIAN,25,17/01/2021,41844,3487.0,0,N,0.0,41844.0,CHINA,CHONGQING
E02576,GIANNA HA,MANAGER,IT,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,55,08/02/2005,115145,9595.416666666666,5,Y,5757.25,120902.25,CHINA,CHONGQING
E00555,SOFIA TRINH,NETWORK ARCHITECT,IT,SPECIALITY PRODUCTS,FEMALE,ASIAN,45,18/12/2006,68337,5694.75,0,N,0.0,68337.0,CHINA,CHONGQING
E00784,ELLA NGUYEN,SERVICE DESK ANALYST,IT,CORPORATE,FEMALE,ASIAN,60,10/02/2004,90258,7521.5,0,N,0.0,90258.0,CHINA,CHONGQING
E02848,LINCOLN HUYNH,SYSTEM ADMINISTRATOR,IT,RESEARCH & DEVELOPMENT,MALE,ASIAN,55,09/11/2016,87851,7320.916666666667,0,N,0.0,87851.0,CHINA,CHONGQING
E04105,THEODORE DINH,TECHNICAL ARCHITECT,IT,MANUFACTURING,MALE,ASIAN,59,29/11/1997,99975,8331.25,0,N,0.0,99975.0,CHINA,CHONGQING
E04529,GABRIEL YU,TECHNICAL ARCHITECT,IT,SPECIALITY PRODUCTS,MALE,ASIAN,42,23/06/2014,64677,5389.75,0,N,0.0,64677.0,CHINA,CHONGQING
E04618,MASON ZHAO,TECHNICAL ARCHITECT,IT,RESEARCH & DEVELOPMENT,MALE,ASIAN,46,26/10/2021,94790,7899.166666666667,0,N,0.0,94790.0,CHINA,CHONGQING
E00555,CHRISTIAN ALI,ANALYST II,MARKETING,RESEARCH & DEVELOPMENT,MALE,ASIAN,65,17/10/2001,74631,6219.25,0,N,0.0,74631.0,CHINA,CHONGQING
E01014,LUCAS PHAN,DIRECTOR,MARKETING,RESEARCH & DEVELOPMENT,MALE,ASIAN,49,19/02/1999,191807,15983.916666666666,21,Y,40279.47,232086.47,CHINA,CHONGQING
E01712,JAMES SINGH,DIRECTOR,MARKETING,CORPORATE,MALE,ASIAN,45,12/03/2008,186138,15511.5,28,Y,52118.64,238256.64,CHINA,CHONGQING
E02534,LEAH KHAN,DIRECTOR,MARKETING,CORPORATE,FEMALE,ASIAN,36,13/09/2010,157070,13089.166666666666,28,Y,43979.6,201049.6,CHINA,CHONGQING
E03901,LUCA TRUONG,DIRECTOR,MARKETING,CORPORATE,MALE,ASIAN,45,11/12/2004,168846,14070.5,24,Y,40523.04,209369.04,CHINA,CHONGQING
E02453,DYLAN KUMAR,SR. ANALYST,MARKETING,SPECIALITY PRODUCTS,MALE,ASIAN,55,11/07/2006,93343,7778.583333333333,0,N,0.0,93343.0,CHINA,CHONGQING
E02038,ELLIE CHUNG,SR. MANAGER,MARKETING,CORPORATE,FEMALE,ASIAN,59,29/08/2008,157969,13164.083333333334,10,Y,15796.900000000001,173765.9,CHINA,CHONGQING
E04165,SOPHIE VANG,SR. MANAGER,MARKETING,MANUFACTURING,FEMALE,ASIAN,25,14/09/2021,136810,11400.833333333334,14,Y,19153.399999999998,155963.4,CHINA,CHONGQING
E01371,DOMINIC LE,VICE PRESIDENT,MARKETING,CORPORATE,MALE,ASIAN,41,04/10/2014,257194,21432.833333333332,35,Y,90017.90000000001,347211.9,CHINA,CHONGQING
E03394,JOSEPH LY,VICE PRESIDENT,MARKETING,SPECIALITY PRODUCTS,MALE,ASIAN,40,28/02/2009,242919,20243.25,31,Y,75304.89,318223.89,CHINA,CHONGQING
E00022,ELENA HER,ACCOUNT REPRESENTATIVE,SALES,MANUFACTURING,FEMALE,ASIAN,62,17/09/2006,64669,5389.083333333333,0,N,0.0,64669.0,CHINA,CHONGQING
E00644,JOSHUA GUPTA,ACCOUNT REPRESENTATIVE,SALES,CORPORATE,MALE,ASIAN,57,24/01/2017,50994,4249.5,0,N,0.0,50994.0,CHINA,CHONGQING
E03419,JADE YI,ACCOUNT REPRESENTATIVE,SALES,SPECIALITY PRODUCTS,FEMALE,ASIAN,47,10/07/2015,63880,5323.333333333333,0,N,0.0,63880.0,CHINA,CHONGQING
E03549,MATEO VU,ACCOUNT REPRESENTATIVE,SALES,SPECIALITY PRODUCTS,MALE,ASIAN,30,29/09/2016,59100,4925.0,0,N,0.0,59100.0,CHINA,CHONGQING
E04636,HAILEY YEE,ACCOUNT REPRESENTATIVE,SALES,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,54,16/03/2021,56239,4686.583333333333,0,N,0.0,56239.0,CHINA,CHONGQING
E01967,JOHN DANG,DIRECTOR,SALES,CORPORATE,MALE,ASIAN,58,19/03/1992,199848,16654.0,16,Y,31975.68,231823.68,CHINA,CHONGQING
